StudentID,Name,Gender,Department,Program,Year,Email,Phone,Attendance,student_password,PAN_CARD
SRM.1372,Meghana Rao,Male,MBA,PG,1,meghana.rao1372@srminstitute.edu.in,9835818470,78.57,Smartedu_1372,SQZPR0372L
SRM.1373,Sanjay Patel,Female,MBA,PG,1,sanjay.patel1373@srminstitute.edu.in,9841071811,96.23,Smartedu_1373,LCTPP0373J
SRM.1374,Ravi Rao,Male,MBA,PG,1,ravi.rao1374@srminstitute.edu.in,9894179649,75.74,Smartedu_1374,JHTPR0374P
SRM.1375,Divya Reddy,Male,MBA,PG,1,divya.reddy1375@srminstitute.edu.in,9861336526,64.27,Smartedu_1375,OGMPR0375G
SRM.1376,Kiran Patel,Male,MBA,PG,1,kiran.patel1376@srminstitute.edu.in,9841984675,92.14,Smartedu_1376,WTNPP0376C
SRM.1377,Ritika Rao,Male,MBA,PG,1,ritika.rao1377@srminstitute.edu.in,9873220153,74.73,Smartedu_1377,JQWPR0377G
SRM.1378,Meghana Patel,Male,MBA,PG,1,meghana.patel1378@srminstitute.edu.in,9842279098,70.24,Smartedu_1378,PUCPP0378O
SRM.1379,Kavya Naidu,Male,MBA,PG,1,kavya.naidu1379@srminstitute.edu.in,9843853001,93.97,Smartedu_1379,RWTPN0379B
SRM.1380,Aman Gupta,Female,MBA,PG,1,aman.gupta1380@srminstitute.edu.in,9898425573,92.92,Smartedu_1380,IDLPG0380O
SRM.1381,Divya Verma,Female,MBA,PG,1,divya.verma1381@srminstitute.edu.in,9844134832,63.62,Smartedu_1381,BZOPV0381R
SRM.1382,Harika Naidu,Female,MBA,PG,1,harika.naidu1382@srminstitute.edu.in,9838731557,99.24,Smartedu_1382,HANPN0382M
SRM.1383,Ananya Bhat,Male,MBA,PG,1,ananya.bhat1383@srminstitute.edu.in,9834580279,81.46,Smartedu_1383,BQHPB0383F
SRM.1384,Rahul Patel,Male,MBA,PG,1,rahul.patel1384@srminstitute.edu.in,9859484446,96.1,Smartedu_1384,WYLPP0384H
SRM.1385,Harika Bose,Female,MBA,PG,1,harika.bose1385@srminstitute.edu.in,9897975629,60.05,Smartedu_1385,QSEPB0385C
SRM.1386,Nikhil Patel,Male,MBA,PG,1,nikhil.patel1386@srminstitute.edu.in,9838907931,62.89,Smartedu_1386,LIPPP0386Z
SRM.1387,Harika Verma,Male,MBA,PG,1,harika.verma1387@srminstitute.edu.in,9832489561,79.61,Smartedu_1387,ZHPPV0387J
SRM.1388,Vinay Bhat,Female,MBA,PG,1,vinay.bhat1388@srminstitute.edu.in,9828972652,75.97,Smartedu_1388,CUHPB0388A
SRM.1389,Kavya Reddy,Female,MBA,PG,1,kavya.reddy1389@srminstitute.edu.in,9866574447,80.23,Smartedu_1389,JCKPR0389O
SRM.1390,Nikhil Shetty,Male,MBA,PG,1,nikhil.shetty1390@srminstitute.edu.in,9867885946,60.0,Smartedu_1390,QDMPS0390W
SRM.1391,Sameer Sharma,Male,MBA,PG,1,sameer.sharma1391@srminstitute.edu.in,9858392199,90.95,Smartedu_1391,ODCPS0391Q
SRM.1392,Sanjay Das,Female,MBA,PG,1,sanjay.das1392@srminstitute.edu.in,9816972898,71.86,Smartedu_1392,PDUPD0392G
SRM.1393,Neha Sharma,Female,MBA,PG,1,neha.sharma1393@srminstitute.edu.in,9864588832,71.93,Smartedu_1393,MXHPS0393P
SRM.1394,Pooja Shetty,Male,MBA,PG,1,pooja.shetty1394@srminstitute.edu.in,9886075446,76.71,Smartedu_1394,POXPS0394Q
SRM.1395,Kavya Reddy,Male,MBA,PG,1,kavya.reddy1395@srminstitute.edu.in,9827633637,60.88,Smartedu_1395,JOOPR0395G
SRM.1396,Sameer Bhat,Female,MBA,PG,1,sameer.bhat1396@srminstitute.edu.in,9879252494,78.53,Smartedu_1396,YCXPB0396C
SRM.1397,Divya Singh,Female,MBA,PG,1,divya.singh1397@srminstitute.edu.in,9894064031,83.3,Smartedu_1397,IFCPS0397J
SRM.1398,Yash Gupta,Female,MBA,PG,1,yash.gupta1398@srminstitute.edu.in,9882223724,67.4,Smartedu_1398,AJHPG0398L
SRM.1399,Sanjay Rao,Female,MBA,PG,1,sanjay.rao1399@srminstitute.edu.in,9851937519,89.57,Smartedu_1399,VUIPR0399B
SRM.1400,Neha Malhotra,Female,MBA,PG,1,neha.malhotra1400@srminstitute.edu.in,9820255657,87.38,Smartedu_1400,MZZPM0400F
SRM.1401,Vikram Jain,Male,MBA,PG,1,vikram.jain1401@srminstitute.edu.in,9883832716,69.36,Smartedu_1401,RPPPJ0401G
SRM.1402,Sanjay Bose,Male,MBA,PG,1,sanjay.bose1402@srminstitute.edu.in,9896581873,64.16,Smartedu_1402,TUXPB0402U
SRM.1403,Divya Bhat,Female,MBA,PG,1,divya.bhat1403@srminstitute.edu.in,9894032693,81.17,Smartedu_1403,THLPB0403D
SRM.1404,Yash Sharma,Male,MBA,PG,1,yash.sharma1404@srminstitute.edu.in,9864425022,91.16,Smartedu_1404,CXZPS0404N
SRM.1405,Sanjay Bhat,Male,MBA,PG,1,sanjay.bhat1405@srminstitute.edu.in,9843325071,70.44,Smartedu_1405,ITUPB0405F
SRM.1406,Pooja Mishra,Male,MBA,PG,1,pooja.mishra1406@srminstitute.edu.in,9812165024,74.92,Smartedu_1406,CTEPM0406A
SRM.1407,Aman Chopra,Female,MBA,PG,1,aman.chopra1407@srminstitute.edu.in,9887997078,90.66,Smartedu_1407,UDCPC0407G
SRM.1408,Nikhil Sharma,Male,MBA,PG,1,nikhil.sharma1408@srminstitute.edu.in,9879213850,73.13,Smartedu_1408,GDLPS0408L
SRM.1409,Pooja Iyer,Female,MBA,PG,1,pooja.iyer1409@srminstitute.edu.in,9886506817,69.29,Smartedu_1409,UNOPI0409V
SRM.1410,Arjun Mishra,Female,MBA,PG,1,arjun.mishra1410@srminstitute.edu.in,9890559083,69.52,Smartedu_1410,KCDPM0410J
SRM.1411,Meghana Reddy,Female,MBA,PG,1,meghana.reddy1411@srminstitute.edu.in,9884437871,65.6,Smartedu_1411,YOJPR0411A
SRM.1412,Kavya Naidu,Male,MBA,PG,1,kavya.naidu1412@srminstitute.edu.in,9899552876,65.97,Smartedu_1412,NADPN0412E
SRM.1413,Ananya Chopra,Female,MBA,PG,1,ananya.chopra1413@srminstitute.edu.in,9818368749,94.95,Smartedu_1413,VVOPC0413W
SRM.1414,Pooja Das,Male,MBA,PG,1,pooja.das1414@srminstitute.edu.in,9825859424,75.94,Smartedu_1414,JJEPD0414P
SRM.1415,Sneha Singh,Male,MBA,PG,1,sneha.singh1415@srminstitute.edu.in,9821770892,93.36,Smartedu_1415,QVXPS0415S
SRM.1416,Meghana Bose,Male,MBA,PG,1,meghana.bose1416@srminstitute.edu.in,9815968987,77.3,Smartedu_1416,TOHPB0416C
SRM.1417,Pooja Verma,Female,MBA,PG,1,pooja.verma1417@srminstitute.edu.in,9862900087,88.46,Smartedu_1417,XMHPV0417G
SRM.1418,Vikram Nair,Male,MBA,PG,1,vikram.nair1418@srminstitute.edu.in,9895688941,78.94,Smartedu_1418,JJQPN0418I
SRM.1419,Neha Verma,Female,MBA,PG,1,neha.verma1419@srminstitute.edu.in,9868094991,72.22,Smartedu_1419,BNXPV0419O
SRM.1420,Divya Bose,Male,MBA,PG,1,divya.bose1420@srminstitute.edu.in,9890922298,77.55,Smartedu_1420,MXEPB0420Q
SRM.1421,Ritika Shetty,Female,MBA,PG,2,ritika.shetty1421@srminstitute.edu.in,9878998220,97.26,Smartedu_1421,LTUPS0421H
SRM.1422,Divya Verma,Female,MBA,PG,2,divya.verma1422@srminstitute.edu.in,9884010341,79.55,Smartedu_1422,IFVPV0422K
SRM.1423,Kiran Bhat,Male,MBA,PG,2,kiran.bhat1423@srminstitute.edu.in,9820461093,83.2,Smartedu_1423,GGSPB0423P
SRM.1424,Divya Nair,Male,MBA,PG,2,divya.nair1424@srminstitute.edu.in,9850206944,97.83,Smartedu_1424,PRJPN0424N
SRM.1425,Kiran Jain,Female,MBA,PG,2,kiran.jain1425@srminstitute.edu.in,9810905964,87.84,Smartedu_1425,LRYPJ0425I
SRM.1426,Nikhil Bhat,Male,MBA,PG,2,nikhil.bhat1426@srminstitute.edu.in,9853221681,75.23,Smartedu_1426,UZOPB0426S
SRM.1427,Kiran Shetty,Male,MBA,PG,2,kiran.shetty1427@srminstitute.edu.in,9888287368,73.42,Smartedu_1427,VXQPS0427I
SRM.1428,Neha Naidu,Female,MBA,PG,2,neha.naidu1428@srminstitute.edu.in,9867586309,88.75,Smartedu_1428,LOMPN0428E
SRM.1429,Divya Reddy,Female,MBA,PG,2,divya.reddy1429@srminstitute.edu.in,9824816352,84.35,Smartedu_1429,DDTPR0429X
SRM.1430,Neha Jain,Male,MBA,PG,2,neha.jain1430@srminstitute.edu.in,9860907734,84.01,Smartedu_1430,QEQPJ0430D
SRM.1431,Pooja Nair,Female,MBA,PG,2,pooja.nair1431@srminstitute.edu.in,9833478362,82.55,Smartedu_1431,FMYPN0431B
SRM.1432,Yash Nair,Male,MBA,PG,2,yash.nair1432@srminstitute.edu.in,9873970664,93.23,Smartedu_1432,DIJPN0432G
SRM.1433,Neha Rao,Female,MBA,PG,2,neha.rao1433@srminstitute.edu.in,9868480159,60.75,Smartedu_1433,UMKPR0433C
SRM.1434,Ritika Patel,Male,MBA,PG,2,ritika.patel1434@srminstitute.edu.in,9872651602,67.69,Smartedu_1434,MTFPP0434F
SRM.1435,Harika Das,Female,MBA,PG,2,harika.das1435@srminstitute.edu.in,9845470382,61.81,Smartedu_1435,JIZPD0435C
SRM.1436,Ravi Singh,Male,MBA,PG,2,ravi.singh1436@srminstitute.edu.in,9854732394,88.36,Smartedu_1436,QOWPS0436F
SRM.1437,Kiran Shetty,Male,MBA,PG,2,kiran.shetty1437@srminstitute.edu.in,9877527065,76.62,Smartedu_1437,JKRPS0437E
SRM.1438,Aman Sharma,Female,MBA,PG,2,aman.sharma1438@srminstitute.edu.in,9871038008,82.66,Smartedu_1438,MXYPS0438Y
SRM.1439,Rahul Yadav,Female,MBA,PG,2,rahul.yadav1439@srminstitute.edu.in,9874168921,63.98,Smartedu_1439,PEYPY0439K
SRM.1440,Ravi Gupta,Male,MBA,PG,2,ravi.gupta1440@srminstitute.edu.in,9823032682,86.54,Smartedu_1440,BPMPG0440G
SRM.1441,Yash Singh,Male,MBA,PG,2,yash.singh1441@srminstitute.edu.in,9820590670,96.87,Smartedu_1441,ENFPS0441X
SRM.1442,Pooja Iyer,Female,MBA,PG,2,pooja.iyer1442@srminstitute.edu.in,9876655795,85.02,Smartedu_1442,UIVPI0442J
SRM.1443,Nikhil Jain,Female,MBA,PG,2,nikhil.jain1443@srminstitute.edu.in,9888279753,98.22,Smartedu_1443,AWOPJ0443M
SRM.1444,Arjun Mishra,Male,MBA,PG,2,arjun.mishra1444@srminstitute.edu.in,9896458117,92.84,Smartedu_1444,EVOPM0444R
SRM.1445,Aman Iyer,Male,MBA,PG,2,aman.iyer1445@srminstitute.edu.in,9865027700,78.0,Smartedu_1445,EVWPI0445D
SRM.1446,Sanjay Singh,Male,MBA,PG,2,sanjay.singh1446@srminstitute.edu.in,9870736179,82.4,Smartedu_1446,XWOPS0446H
SRM.1447,Rahul Gupta,Male,MBA,PG,2,rahul.gupta1447@srminstitute.edu.in,9873652276,93.13,Smartedu_1447,CSEPG0447W
SRM.1448,Arjun Bose,Male,MBA,PG,2,arjun.bose1448@srminstitute.edu.in,9857421797,82.73,Smartedu_1448,OWMPB0448H
SRM.1449,Ananya Iyer,Female,MBA,PG,2,ananya.iyer1449@srminstitute.edu.in,9864051143,83.27,Smartedu_1449,XXEPI0449H
SRM.1450,Sneha Reddy,Female,MBA,PG,2,sneha.reddy1450@srminstitute.edu.in,9876625580,95.55,Smartedu_1450,LAYPR0450C
SRM.1451,Sameer Rao,Female,MBA,PG,2,sameer.rao1451@srminstitute.edu.in,9836129778,93.56,Smartedu_1451,NCNPR0451U
SRM.1452,Kiran Yadav,Male,MBA,PG,2,kiran.yadav1452@srminstitute.edu.in,9835116903,61.86,Smartedu_1452,GMJPY0452X
SRM.1453,Ananya Bose,Male,MBA,PG,2,ananya.bose1453@srminstitute.edu.in,9866954009,71.18,Smartedu_1453,CMWPB0453M
SRM.1454,Divya Verma,Female,MBA,PG,2,divya.verma1454@srminstitute.edu.in,9881116589,81.31,Smartedu_1454,OKXPV0454W
SRM.1455,Neha Yadav,Male,MBA,PG,2,neha.yadav1455@srminstitute.edu.in,9847958089,86.62,Smartedu_1455,IBYPY0455R
SRM.1456,Yash Rao,Male,MBA,PG,2,yash.rao1456@srminstitute.edu.in,9888804038,77.9,Smartedu_1456,AYDPR0456L
SRM.1457,Aman Das,Male,MBA,PG,2,aman.das1457@srminstitute.edu.in,9868102222,86.37,Smartedu_1457,DOIPD0457B
SRM.1458,Meghana Jain,Female,MBA,PG,2,meghana.jain1458@srminstitute.edu.in,9842046843,74.96,Smartedu_1458,PUXPJ0458S
SRM.1459,Pooja Nair,Male,MBA,PG,2,pooja.nair1459@srminstitute.edu.in,9821393943,92.53,Smartedu_1459,BHDPN0459K
SRM.1460,Meghana Mishra,Male,MBA,PG,2,meghana.mishra1460@srminstitute.edu.in,9818446965,83.96,Smartedu_1460,AWTPM0460L
SRM.1461,Meghana Iyer,Male,MBA,PG,2,meghana.iyer1461@srminstitute.edu.in,9866010577,66.74,Smartedu_1461,VTPPI0461W
SRM.1462,Arjun Jain,Female,MBA,PG,2,arjun.jain1462@srminstitute.edu.in,9881981514,91.04,Smartedu_1462,UDJPJ0462W
SRM.1463,Harika Malhotra,Female,MBA,PG,2,harika.malhotra1463@srminstitute.edu.in,9823956034,96.12,Smartedu_1463,DXHPM0463T
SRM.1464,Pooja Naidu,Female,MBA,PG,2,pooja.naidu1464@srminstitute.edu.in,9816294855,69.72,Smartedu_1464,LWHPN0464F
SRM.1465,Vikram Iyer,Male,MBA,PG,2,vikram.iyer1465@srminstitute.edu.in,9882738507,89.64,Smartedu_1465,NLLPI0465R
SRM.1466,Neha Yadav,Male,MBA,PG,2,neha.yadav1466@srminstitute.edu.in,9891464934,86.1,Smartedu_1466,RHQPY0466M
SRM.1467,Kiran Reddy,Male,MBA,PG,2,kiran.reddy1467@srminstitute.edu.in,9842673553,68.25,Smartedu_1467,NAMPR0467W
SRM.1468,Nikhil Malhotra,Male,MBA,PG,2,nikhil.malhotra1468@srminstitute.edu.in,9814516227,65.15,Smartedu_1468,KUSPM0468W
SRM.1469,Nikhil Malhotra,Female,MBA,PG,2,nikhil.malhotra1469@srminstitute.edu.in,9813529346,71.0,Smartedu_1469,SXRPM0469Z
SRM.1470,Arjun Kumar,Male,MBA,PG,2,arjun.kumar1470@srminstitute.edu.in,9891165799,73.25,Smartedu_1470,VMDPK0470G
SRM.1471,Ravi Bhat,Female,MBA,PG,2,ravi.bhat1471@srminstitute.edu.in,9889895866,77.11,Smartedu_1471,OHNPB0471U
SRM.1472,Kavya Shetty,Female,MBA,PG,2,kavya.shetty1472@srminstitute.edu.in,9872961840,80.84,Smartedu_1472,MOTPS0472Z
SRM.1473,Divya Kumar,Female,MBA,PG,2,divya.kumar1473@srminstitute.edu.in,9824145200,90.41,Smartedu_1473,SQLPK0473K
SRM.1474,Aman Jain,Female,MBA,PG,2,aman.jain1474@srminstitute.edu.in,9849802242,92.44,Smartedu_1474,ILGPJ0474B
SRM.1475,Meghana Reddy,Male,MBA,PG,2,meghana.reddy1475@srminstitute.edu.in,9827670042,74.25,Smartedu_1475,JOIPR0475F
SRM.1476,Rahul Iyer,Male,MBA,PG,2,rahul.iyer1476@srminstitute.edu.in,9881109760,61.98,Smartedu_1476,ZVMPI0476X
SRM.1477,Aman Bose,Male,MBA,PG,2,aman.bose1477@srminstitute.edu.in,9818258815,87.01,Smartedu_1477,SPTPB0477Z
SRM.1478,Meghana Reddy,Male,MBA,PG,2,meghana.reddy1478@srminstitute.edu.in,9889786581,72.69,Smartedu_1478,SUJPR0478C
SRM.1479,Neha Verma,Male,MBA,PG,2,neha.verma1479@srminstitute.edu.in,9870705367,94.71,Smartedu_1479,NVEPV0479A
SRM.1480,Vinay Chopra,Male,MBA,PG,2,vinay.chopra1480@srminstitute.edu.in,9876286105,72.45,Smartedu_1480,QTLPC0480Q
SRM.1481,Yash Naidu,Female,MCA,PG,1,yash.naidu1481@srminstitute.edu.in,9875104543,83.53,Smartedu_1481,NJXPN0481A
SRM.1482,Sameer Patel,Female,MCA,PG,1,sameer.patel1482@srminstitute.edu.in,9829276676,72.66,Smartedu_1482,CUZPP0482L
SRM.1483,Pooja Iyer,Female,MCA,PG,1,pooja.iyer1483@srminstitute.edu.in,9889361832,91.46,Smartedu_1483,MBDPI0483L
SRM.1484,Harika Mishra,Male,MCA,PG,1,harika.mishra1484@srminstitute.edu.in,9899674667,87.92,Smartedu_1484,QEAPM0484L
SRM.1485,Pooja Naidu,Male,MCA,PG,1,pooja.naidu1485@srminstitute.edu.in,9873727536,96.72,Smartedu_1485,IZVPN0485M
SRM.1486,Pooja Reddy,Male,MCA,PG,1,pooja.reddy1486@srminstitute.edu.in,9846774578,93.93,Smartedu_1486,CSIPR0486L
SRM.1487,Divya Yadav,Male,MCA,PG,1,divya.yadav1487@srminstitute.edu.in,9812586354,64.84,Smartedu_1487,ALVPY0487Y
SRM.1488,Yash Verma,Female,MCA,PG,1,yash.verma1488@srminstitute.edu.in,9897456490,66.34,Smartedu_1488,ISXPV0488S
SRM.1489,Vikram Bose,Female,MCA,PG,1,vikram.bose1489@srminstitute.edu.in,9838146438,83.55,Smartedu_1489,ZCNPB0489M
SRM.1490,Sanjay Reddy,Female,MCA,PG,1,sanjay.reddy1490@srminstitute.edu.in,9879729753,70.22,Smartedu_1490,TOIPR0490D
SRM.1491,Aman Das,Male,MCA,PG,1,aman.das1491@srminstitute.edu.in,9882740789,62.19,Smartedu_1491,ALMPD0491O
SRM.1492,Vikram Iyer,Female,MCA,PG,1,vikram.iyer1492@srminstitute.edu.in,9893270969,78.53,Smartedu_1492,LCNPI0492A
SRM.1493,Kavya Chopra,Female,MCA,PG,1,kavya.chopra1493@srminstitute.edu.in,9876137611,68.01,Smartedu_1493,CRHPC0493U
SRM.1494,Meghana Rao,Female,MCA,PG,1,meghana.rao1494@srminstitute.edu.in,9849351133,69.15,Smartedu_1494,SAFPR0494H
SRM.1495,Rahul Das,Female,MCA,PG,1,rahul.das1495@srminstitute.edu.in,9877153301,90.6,Smartedu_1495,JEGPD0495C
SRM.1496,Ritika Mishra,Female,MCA,PG,1,ritika.mishra1496@srminstitute.edu.in,9887746797,62.15,Smartedu_1496,ZRIPM0496Z
SRM.1497,Meghana Jain,Female,MCA,PG,1,meghana.jain1497@srminstitute.edu.in,9880099893,89.2,Smartedu_1497,FTYPJ0497D
SRM.1498,Divya Kumar,Female,MCA,PG,1,divya.kumar1498@srminstitute.edu.in,9814123715,67.88,Smartedu_1498,MKOPK0498V
SRM.1499,Sameer Reddy,Male,MCA,PG,1,sameer.reddy1499@srminstitute.edu.in,9886650539,74.78,Smartedu_1499,IKPPR0499N
SRM.1500,Meghana Mishra,Male,MCA,PG,1,meghana.mishra1500@srminstitute.edu.in,9824652006,96.39,Smartedu_1500,KBTPM0500L
SRM.1501,Sanjay Patel,Male,MCA,PG,1,sanjay.patel1501@srminstitute.edu.in,9871962199,77.76,Smartedu_1501,XNWPP0501Z
SRM.1502,Divya Bose,Male,MCA,PG,1,divya.bose1502@srminstitute.edu.in,9895173315,63.55,Smartedu_1502,YYCPB0502Y
SRM.1503,Pooja Shetty,Male,MCA,PG,1,pooja.shetty1503@srminstitute.edu.in,9856213922,97.49,Smartedu_1503,ALRPS0503R
SRM.1504,Harika Bose,Female,MCA,PG,1,harika.bose1504@srminstitute.edu.in,9831821976,96.96,Smartedu_1504,XIJPB0504C
SRM.1505,Yash Naidu,Male,MCA,PG,1,yash.naidu1505@srminstitute.edu.in,9828162624,96.9,Smartedu_1505,HIVPN0505S
SRM.1506,Pooja Das,Female,MCA,PG,1,pooja.das1506@srminstitute.edu.in,9819457720,60.22,Smartedu_1506,QHEPD0506Z
SRM.1507,Arjun Patel,Female,MCA,PG,1,arjun.patel1507@srminstitute.edu.in,9815926139,83.8,Smartedu_1507,XXHPP0507X
SRM.1508,Kiran Das,Female,MCA,PG,1,kiran.das1508@srminstitute.edu.in,9899117089,67.26,Smartedu_1508,NNOPD0508Q
SRM.1509,Ananya Mishra,Female,MCA,PG,1,ananya.mishra1509@srminstitute.edu.in,9834950589,69.81,Smartedu_1509,QNTPM0509T
SRM.1510,Kiran Iyer,Male,MCA,PG,1,kiran.iyer1510@srminstitute.edu.in,9833724025,94.79,Smartedu_1510,JPKPI0510A
SRM.1511,Yash Shetty,Female,MCA,PG,1,yash.shetty1511@srminstitute.edu.in,9855729486,85.82,Smartedu_1511,QKHPS0511M
SRM.1512,Pooja Mishra,Female,MCA,PG,1,pooja.mishra1512@srminstitute.edu.in,9839701237,75.9,Smartedu_1512,JKNPM0512O
SRM.1513,Harika Gupta,Female,MCA,PG,1,harika.gupta1513@srminstitute.edu.in,9852305364,81.79,Smartedu_1513,TOGPG0513R
SRM.1514,Divya Sharma,Male,MCA,PG,1,divya.sharma1514@srminstitute.edu.in,9864145172,84.48,Smartedu_1514,LZEPS0514J
SRM.1515,Kavya Das,Female,MCA,PG,1,kavya.das1515@srminstitute.edu.in,9882589165,68.5,Smartedu_1515,SFTPD0515E
SRM.1516,Sneha Singh,Female,MCA,PG,1,sneha.singh1516@srminstitute.edu.in,9871640192,89.55,Smartedu_1516,ZQWPS0516M
SRM.1517,Yash Kumar,Male,MCA,PG,1,yash.kumar1517@srminstitute.edu.in,9839410449,92.83,Smartedu_1517,SBWPK0517X
SRM.1518,Sameer Singh,Female,MCA,PG,1,sameer.singh1518@srminstitute.edu.in,9882646364,94.91,Smartedu_1518,YIPPS0518J
SRM.1519,Aman Malhotra,Female,MCA,PG,1,aman.malhotra1519@srminstitute.edu.in,9833289556,72.06,Smartedu_1519,HSFPM0519Q
SRM.1520,Nikhil Bose,Male,MCA,PG,1,nikhil.bose1520@srminstitute.edu.in,9830100017,71.27,Smartedu_1520,JMSPB0520V
SRM.1521,Meghana Bose,Male,MCA,PG,1,meghana.bose1521@srminstitute.edu.in,9883238138,76.24,Smartedu_1521,QQYPB0521R
SRM.1522,Rahul Naidu,Female,MCA,PG,1,rahul.naidu1522@srminstitute.edu.in,9883912844,67.64,Smartedu_1522,IIDPN0522C
SRM.1523,Yash Yadav,Male,MCA,PG,1,yash.yadav1523@srminstitute.edu.in,9833717194,88.72,Smartedu_1523,NLHPY0523U
SRM.1524,Sneha Nair,Male,MCA,PG,1,sneha.nair1524@srminstitute.edu.in,9812633940,84.85,Smartedu_1524,RVXPN0524R
SRM.1525,Aman Reddy,Female,MCA,PG,1,aman.reddy1525@srminstitute.edu.in,9895785373,86.3,Smartedu_1525,JQMPR0525C
SRM.1526,Neha Malhotra,Male,MCA,PG,1,neha.malhotra1526@srminstitute.edu.in,9827160520,67.27,Smartedu_1526,LQKPM0526J
SRM.1527,Kiran Mishra,Female,MCA,PG,1,kiran.mishra1527@srminstitute.edu.in,9838810446,75.52,Smartedu_1527,VWMPM0527D
SRM.1528,Yash Verma,Female,MCA,PG,1,yash.verma1528@srminstitute.edu.in,9875093945,90.77,Smartedu_1528,SAEPV0528S
SRM.1529,Sanjay Bose,Female,MCA,PG,1,sanjay.bose1529@srminstitute.edu.in,9815296071,85.56,Smartedu_1529,KYTPB0529S
SRM.1530,Nikhil Das,Male,MCA,PG,1,nikhil.das1530@srminstitute.edu.in,9875790267,99.98,Smartedu_1530,XDBPD0530O
SRM.1531,Arjun Malhotra,Male,MCA,PG,1,arjun.malhotra1531@srminstitute.edu.in,9810168214,87.94,Smartedu_1531,YQDPM0531R
SRM.1532,Ritika Bose,Male,MCA,PG,1,ritika.bose1532@srminstitute.edu.in,9894660957,64.69,Smartedu_1532,WSCPB0532D
SRM.1533,Vinay Kumar,Female,MCA,PG,1,vinay.kumar1533@srminstitute.edu.in,9832151846,96.92,Smartedu_1533,EKLPK0533P
SRM.1534,Sameer Yadav,Male,MCA,PG,1,sameer.yadav1534@srminstitute.edu.in,9873788211,60.29,Smartedu_1534,ISBPY0534T
SRM.1535,Kavya Verma,Female,MCA,PG,1,kavya.verma1535@srminstitute.edu.in,9823951908,65.43,Smartedu_1535,EHJPV0535B
SRM.1536,Vinay Nair,Female,MCA,PG,1,vinay.nair1536@srminstitute.edu.in,9866070343,66.2,Smartedu_1536,VRXPN0536M
SRM.1537,Ritika Chopra,Female,MCA,PG,1,ritika.chopra1537@srminstitute.edu.in,9851379280,77.65,Smartedu_1537,YIXPC0537J
SRM.1538,Sneha Das,Male,MCA,PG,1,sneha.das1538@srminstitute.edu.in,9813212237,68.82,Smartedu_1538,ROAPD0538I
SRM.1539,Ananya Shetty,Male,MCA,PG,1,ananya.shetty1539@srminstitute.edu.in,9818243375,71.54,Smartedu_1539,FUYPS0539A
SRM.1540,Harika Patel,Female,MCA,PG,1,harika.patel1540@srminstitute.edu.in,9876963205,81.94,Smartedu_1540,WNTPP0540T
SRM.1541,Kavya Mishra,Female,MCA,PG,2,kavya.mishra1541@srminstitute.edu.in,9891150858,79.42,Smartedu_1541,FCOPM0541V
SRM.1542,Kavya Mishra,Female,MCA,PG,2,kavya.mishra1542@srminstitute.edu.in,9832256528,79.3,Smartedu_1542,IZPPM0542X
SRM.1543,Kavya Rao,Male,MCA,PG,2,kavya.rao1543@srminstitute.edu.in,9815973936,71.27,Smartedu_1543,SUHPR0543S
SRM.1544,Yash Chopra,Male,MCA,PG,2,yash.chopra1544@srminstitute.edu.in,9867437461,62.0,Smartedu_1544,KKIPC0544C
SRM.1545,Ritika Das,Female,MCA,PG,2,ritika.das1545@srminstitute.edu.in,9877758870,87.06,Smartedu_1545,AZEPD0545X
SRM.1546,Kavya Yadav,Male,MCA,PG,2,kavya.yadav1546@srminstitute.edu.in,9833803202,71.54,Smartedu_1546,KMGPY0546G
SRM.1547,Ravi Verma,Female,MCA,PG,2,ravi.verma1547@srminstitute.edu.in,9884679278,64.64,Smartedu_1547,IXWPV0547A
SRM.1548,Pooja Patel,Male,MCA,PG,2,pooja.patel1548@srminstitute.edu.in,9865309025,67.26,Smartedu_1548,QUYPP0548K
SRM.1549,Sameer Singh,Female,MCA,PG,2,sameer.singh1549@srminstitute.edu.in,9877632590,61.88,Smartedu_1549,HGUPS0549E
SRM.1550,Ananya Jain,Female,MCA,PG,2,ananya.jain1550@srminstitute.edu.in,9819818355,61.67,Smartedu_1550,MCSPJ0550C
SRM.1551,Rahul Iyer,Male,MCA,PG,2,rahul.iyer1551@srminstitute.edu.in,9834397710,79.27,Smartedu_1551,OBAPI0551N
SRM.1552,Ravi Naidu,Female,MCA,PG,2,ravi.naidu1552@srminstitute.edu.in,9815946333,97.87,Smartedu_1552,TGVPN0552D
SRM.1553,Pooja Yadav,Male,MCA,PG,2,pooja.yadav1553@srminstitute.edu.in,9841356004,73.02,Smartedu_1553,HZNPY0553Z
SRM.1554,Arjun Gupta,Female,MCA,PG,2,arjun.gupta1554@srminstitute.edu.in,9855112726,68.58,Smartedu_1554,ADEPG0554D
SRM.1555,Arjun Mishra,Male,MCA,PG,2,arjun.mishra1555@srminstitute.edu.in,9830666395,75.06,Smartedu_1555,GNCPM0555B
SRM.1556,Sanjay Verma,Male,MCA,PG,2,sanjay.verma1556@srminstitute.edu.in,9834563642,81.9,Smartedu_1556,GUNPV0556O
SRM.1557,Divya Gupta,Female,MCA,PG,2,divya.gupta1557@srminstitute.edu.in,9812989708,65.59,Smartedu_1557,RDUPG0557Z
