StudentID,Name,Gender,Department,Program,Year,Email,Phone,Attendance,PAN_CARD
KLU00206,Kavya Iyer,Female,M.Tech CSE,PG,2,kavya.iyer5226@klu.edu.in,9864638093,97.85,OHQPI0206M
KLU00207,Nikhil Gupta,Male,M.Tech CSE,PG,2,nikhil.gupta5227@klu.edu.in,9845682447,67.57,BOFPG0207I
KLU00208,Pooja Yadav,Female,M.Tech CSE,PG,2,pooja.yadav5228@klu.edu.in,9833133924,90.2,WUOPY0208V
KLU00209,Ravi Bhat,Male,M.Tech CSE,PG,2,ravi.bhat5229@klu.edu.in,9851714731,81.07,MGVPB0209J
KLU00210,Sameer Bose,Female,M.Tech CSE,PG,2,sameer.bose5230@klu.edu.in,9888686597,96.93,KLTPB0210S
KLU00211,Vikram Yadav,Male,M.Tech CSE,PG,2,vikram.yadav5231@klu.edu.in,9831307848,94.49,DCCPY0211H
KLU00212,Divya Gupta,Male,M.Tech CSE,PG,2,divya.gupta5232@klu.edu.in,9841411889,71.01,XOHPG0212D
KLU00213,Yash Mishra,Male,M.Tech CSE,PG,2,yash.mishra5233@klu.edu.in,9858304142,89.91,PUBPM0213U
KLU00214,Vinay Das,Female,M.Tech CSE,PG,2,vinay.das5234@klu.edu.in,9865968029,88.81,OMBPD0214H
KLU00215,Yash Chopra,Male,M.Tech CSE,PG,2,yash.chopra5235@klu.edu.in,9838933896,85.45,AXLPC0215T
KLU00216,Aman Iyer,Male,M.Tech CSE,PG,2,aman.iyer5236@klu.edu.in,9826081056,85.74,WQHPI0216U
KLU00217,Aman Yadav,Male,M.Tech CSE,PG,2,aman.yadav5237@klu.edu.in,9889149540,61.97,ZENPY0217W
KLU00218,Meghana Rao,Male,M.Tech CSE,PG,2,meghana.rao5238@klu.edu.in,9879648978,84.0,JLDPR0218Z
KLU00219,Kiran Malhotra,Male,M.Tech CSE,PG,2,kiran.malhotra5239@klu.edu.in,9817750972,85.11,YVNPM0219Y
KLU00220,Meghana Rao,Female,M.Tech CSE,PG,2,meghana.rao5240@klu.edu.in,9892798784,71.62,JRTPR0220C
KLU00221,Sameer Naidu,Male,M.Tech CSE,PG,2,sameer.naidu5241@klu.edu.in,9865623882,84.34,DXZPN0221I
KLU00222,Meghana Bhat,Male,M.Tech CSE,PG,2,meghana.bhat5242@klu.edu.in,9820821849,61.53,USRPB0222G
KLU00223,Yash Malhotra,Female,M.Tech CSE,PG,2,yash.malhotra5243@klu.edu.in,9891825333,86.16,WNKPM0223P
KLU00224,Vinay Verma,Female,M.Tech CSE,PG,2,vinay.verma5244@klu.edu.in,9894845701,90.88,NGRPV0224G
KLU00225,Ananya Malhotra,Male,M.Tech CSE,PG,2,ananya.malhotra5245@klu.edu.in,9820195795,70.75,KAAPM0225K
KLU00226,Ravi Kumar,Female,M.Tech CSE,PG,2,ravi.kumar5246@klu.edu.in,9818439786,71.46,DLVPK0226P
KLU00227,Kavya Rao,Male,M.Tech CSE,PG,2,kavya.rao5247@klu.edu.in,9895836697,82.99,TYXPR0227W
KLU00228,Neha Kumar,Female,M.Tech CSE,PG,2,neha.kumar5248@klu.edu.in,9881372051,73.92,GWLPK0228H
KLU00229,Neha Chopra,Female,M.Tech CSE,PG,2,neha.chopra5249@klu.edu.in,9896215351,93.57,OMHPC0229L
KLU00230,Vikram Jain,Male,M.Tech CSE,PG,2,vikram.jain5250@klu.edu.in,9893529311,72.47,HHMPJ0230Q
KLU00231,Harika Singh,Male,M.Tech CSE,PG,2,harika.singh5251@klu.edu.in,9851873809,75.69,KPZPS0231T
KLU00232,Ritika Naidu,Male,M.Tech CSE,PG,2,ritika.naidu5252@klu.edu.in,9835895332,84.89,AIAPN0232E
KLU00233,Vikram Sharma,Female,M.Tech CSE,PG,2,vikram.sharma5253@klu.edu.in,9881701808,69.56,XTGPS0233H
KLU00234,Vinay Sharma,Male,M.Tech CSE,PG,2,vinay.sharma5254@klu.edu.in,9890857736,88.54,GMAPS0234Y
KLU00235,Ananya Malhotra,Female,M.Tech CSE,PG,2,ananya.malhotra5255@klu.edu.in,9899330004,95.5,MGNPM0235M
KLU00236,Kiran Gupta,Female,M.Tech CSE,PG,2,kiran.gupta5256@klu.edu.in,9896688033,67.15,SQYPG0236C
KLU00237,Nikhil Yadav,Female,M.Tech CSE,PG,2,nikhil.yadav5257@klu.edu.in,9877426064,75.1,YSSPY0237E
KLU00238,Sanjay Kumar,Male,M.Tech CSE,PG,2,sanjay.kumar5258@klu.edu.in,9856905199,97.97,UYKPK0238X
KLU00239,Yash Das,Male,M.Tech CSE,PG,2,yash.das5259@klu.edu.in,9870544774,86.13,AFUPD0239Y
KLU00240,Kavya Iyer,Female,M.Tech CSE,PG,2,kavya.iyer5260@klu.edu.in,9852017365,70.55,VYZPI0240E
KLU00241,Kavya Naidu,Female,M.Tech ECE,PG,1,kavya.naidu6101@klu.edu.in,9845088364,71.99,SCKPN0241G
KLU00242,Sameer Naidu,Female,M.Tech ECE,PG,1,sameer.naidu6102@klu.edu.in,9839080092,98.6,QMAPN0242V
KLU00243,Kavya Iyer,Female,M.Tech ECE,PG,1,kavya.iyer6103@klu.edu.in,9826635165,94.2,GXNPI0243O
KLU00244,Kiran Nair,Male,M.Tech ECE,PG,1,kiran.nair6104@klu.edu.in,9890775852,96.46,AQWPN0244E
KLU00245,Vinay Sharma,Female,M.Tech ECE,PG,1,vinay.sharma6105@klu.edu.in,9841291452,69.31,AYFPS0245Z
KLU00246,Kavya Nair,Female,M.Tech ECE,PG,1,kavya.nair6106@klu.edu.in,9881291833,83.14,JICPN0246V
KLU00247,Vikram Jain,Male,M.Tech ECE,PG,1,vikram.jain6107@klu.edu.in,9865168501,85.47,NZAPJ0247C
KLU00248,Meghana Malhotra,Male,M.Tech ECE,PG,1,meghana.malhotra6108@klu.edu.in,9842280285,94.87,WSJPM0248X
KLU00249,Vikram Iyer,Female,M.Tech ECE,PG,1,vikram.iyer6109@klu.edu.in,9897968858,84.53,REOPI0249S
KLU00250,Divya Nair,Male,M.Tech ECE,PG,1,divya.nair6110@klu.edu.in,9893226891,85.63,JPGPN0250N
KLU00251,Harika Iyer,Female,M.Tech ECE,PG,1,harika.iyer6111@klu.edu.in,9876535306,96.86,NFUPI0251E
KLU00252,Kiran Naidu,Female,M.Tech ECE,PG,1,kiran.naidu6112@klu.edu.in,9864144404,93.28,FLTPN0252V
KLU00253,Meghana Nair,Male,M.Tech ECE,PG,1,meghana.nair6113@klu.edu.in,9872571402,95.94,BXQPN0253M
KLU00254,Meghana Verma,Female,M.Tech ECE,PG,1,meghana.verma6114@klu.edu.in,9867536407,64.95,WWMPV0254K
KLU00255,Pooja Sharma,Female,M.Tech ECE,PG,1,pooja.sharma6115@klu.edu.in,9845374572,92.25,WYOPS0255N
KLU00256,Sneha Malhotra,Male,M.Tech ECE,PG,1,sneha.malhotra6116@klu.edu.in,9831625701,95.61,KPMPM0256W
KLU00257,Harika Kumar,Male,M.Tech ECE,PG,1,harika.kumar6117@klu.edu.in,9875396149,86.25,XMDPK0257M
KLU00258,Sneha Nair,Male,M.Tech ECE,PG,1,sneha.nair6118@klu.edu.in,9849076883,80.93,DAMPN0258P
KLU00259,Kiran Bhat,Female,M.Tech ECE,PG,1,kiran.bhat6119@klu.edu.in,9897466046,85.6,LKNPB0259P
KLU00260,Neha Bose,Female,M.Tech ECE,PG,1,neha.bose6120@klu.edu.in,9879799028,70.28,GINPB0260F
KLU00261,Ananya Bose,Female,M.Tech ECE,PG,1,ananya.bose6121@klu.edu.in,9856381514,87.12,MOTPB0261D
KLU00262,Meghana Reddy,Male,M.Tech ECE,PG,1,meghana.reddy6122@klu.edu.in,9868150544,92.87,DZUPR0262K
KLU00263,Arjun Reddy,Female,M.Tech ECE,PG,1,arjun.reddy6123@klu.edu.in,9838351773,69.33,FCOPR0263P
KLU00264,Ravi Kumar,Female,M.Tech ECE,PG,1,ravi.kumar6124@klu.edu.in,9876531324,86.35,THWPK0264Z
KLU00265,Nikhil Verma,Male,M.Tech ECE,PG,1,nikhil.verma6125@klu.edu.in,9895988624,80.77,KVCPV0265K
KLU00266,Pooja Malhotra,Female,M.Tech ECE,PG,1,pooja.malhotra6126@klu.edu.in,9888777599,85.71,HTWPM0266Q
KLU00267,Sanjay Mishra,Male,M.Tech ECE,PG,1,sanjay.mishra6127@klu.edu.in,9887744701,61.8,RHYPM0267P
KLU00268,Kavya Kumar,Female,M.Tech ECE,PG,1,kavya.kumar6128@klu.edu.in,9877840601,63.75,NBNPK0268M
KLU00269,Arjun Gupta,Female,M.Tech ECE,PG,1,arjun.gupta6129@klu.edu.in,9832778242,99.21,SPKPG0269T
KLU00270,Pooja Rao,Male,M.Tech ECE,PG,1,pooja.rao6130@klu.edu.in,9822364133,83.15,ZUTPR0270B
KLU00271,Kavya Yadav,Female,M.Tech ECE,PG,1,kavya.yadav6131@klu.edu.in,9881402632,70.74,OTYPY0271X
KLU00272,Kiran Malhotra,Male,M.Tech ECE,PG,1,kiran.malhotra6132@klu.edu.in,9820703819,89.33,IYRPM0272L
KLU00273,Ritika Nair,Female,M.Tech ECE,PG,1,ritika.nair6133@klu.edu.in,9823071774,93.68,AOVPN0273T
KLU00274,Kavya Das,Female,M.Tech ECE,PG,1,kavya.das6134@klu.edu.in,9889227207,77.77,VYRPD0274N
KLU00275,Nikhil Singh,Male,M.Tech ECE,PG,1,nikhil.singh6135@klu.edu.in,9840527410,88.17,ROTPS0275Q
KLU00276,Sneha Das,Male,M.Tech ECE,PG,1,sneha.das6136@klu.edu.in,9857600416,93.87,VGPPD0276Z
KLU00277,Sneha Sharma,Female,M.Tech ECE,PG,1,sneha.sharma6137@klu.edu.in,9826802536,81.84,MEHPS0277K
KLU00278,Harika Das,Male,M.Tech ECE,PG,1,harika.das6138@klu.edu.in,9889688723,73.69,DZDPD0278N
KLU00279,Sneha Reddy,Male,M.Tech ECE,PG,1,sneha.reddy6139@klu.edu.in,9859120664,64.57,HKMPR0279G
KLU00280,Harika Kumar,Male,M.Tech ECE,PG,1,harika.kumar6140@klu.edu.in,9865050049,62.12,HUXPK0280X
KLU00281,Aman Shetty,Male,M.Tech ECE,PG,1,aman.shetty6141@klu.edu.in,9829553919,97.89,JOPPS0281E
KLU00282,Sameer Patel,Female,M.Tech ECE,PG,1,sameer.patel6142@klu.edu.in,9829301049,80.22,OVOPP0282P
KLU00283,Neha Patel,Male,M.Tech ECE,PG,1,neha.patel6143@klu.edu.in,9855601677,93.98,XOEPP0283R
KLU00284,Kavya Shetty,Female,M.Tech ECE,PG,1,kavya.shetty6144@klu.edu.in,9855720950,69.75,SWKPS0284V
KLU00285,Harika Nair,Male,M.Tech ECE,PG,1,harika.nair6145@klu.edu.in,9837753907,67.1,JFRPN0285C
KLU00286,Aman Malhotra,Male,M.Tech ECE,PG,1,aman.malhotra6146@klu.edu.in,9854164302,94.92,NUPPM0286F
KLU00287,Meghana Sharma,Female,M.Tech ECE,PG,1,meghana.sharma6147@klu.edu.in,9823100996,95.85,ZDPPS0287I
KLU00288,Ananya Malhotra,Female,M.Tech ECE,PG,1,ananya.malhotra6148@klu.edu.in,9885015409,91.68,QYDPM0288Y
KLU00289,Nikhil Jain,Female,M.Tech ECE,PG,1,nikhil.jain6149@klu.edu.in,9850570142,68.91,SCSPJ0289J
KLU00290,Kiran Chopra,Female,M.Tech ECE,PG,1,kiran.chopra6150@klu.edu.in,9834549749,74.39,VVNPC0290I
KLU00291,Ritika Naidu,Female,M.Tech ECE,PG,1,ritika.naidu6151@klu.edu.in,9870557401,84.63,MMQPN0291M
KLU00292,Meghana Singh,Male,M.Tech ECE,PG,1,meghana.singh6152@klu.edu.in,9830977086,80.54,QOCPS0292C
KLU00293,Sneha Iyer,Male,M.Tech ECE,PG,1,sneha.iyer6153@klu.edu.in,9854632323,87.23,WRAPI0293T
KLU00294,Ravi Mishra,Female,M.Tech ECE,PG,1,ravi.mishra6154@klu.edu.in,9878201693,63.4,GKCPM0294M
KLU00295,Yash Naidu,Male,M.Tech ECE,PG,1,yash.naidu6155@klu.edu.in,9891884733,62.0,KTWPN0295O
KLU00296,Nikhil Singh,Female,M.Tech ECE,PG,1,nikhil.singh6156@klu.edu.in,9816130299,67.8,INXPS0296H
KLU00297,Kavya Bhat,Male,M.Tech ECE,PG,1,kavya.bhat6157@klu.edu.in,9896118012,74.26,MBCPB0297I
KLU00298,Arjun Shetty,Male,M.Tech ECE,PG,1,arjun.shetty6158@klu.edu.in,9853259446,65.96,JWSPS0298R
KLU00299,Meghana Jain,Male,M.Tech ECE,PG,1,meghana.jain6159@klu.edu.in,9894187914,92.56,DGBPJ0299W
KLU00300,Kavya Gupta,Male,M.Tech ECE,PG,1,kavya.gupta6160@klu.edu.in,9853386315,77.8,AABPG0300F
KLU00301,Sneha Kumar,Male,M.Tech ECE,PG,2,sneha.kumar6201@klu.edu.in,9863373980,90.19,IIOPK0301K
KLU00302,Vinay Nair,Male,M.Tech ECE,PG,2,vinay.nair6202@klu.edu.in,9876170868,67.28,NJYPN0302L
KLU00303,Ravi Nair,Female,M.Tech ECE,PG,2,ravi.nair6203@klu.edu.in,9831737724,78.97,VFZPN0303R
KLU00304,Ananya Malhotra,Male,M.Tech ECE,PG,2,ananya.malhotra6204@klu.edu.in,9841147282,74.28,MUPPM0304Q
KLU00305,Kavya Gupta,Male,M.Tech ECE,PG,2,kavya.gupta6205@klu.edu.in,9852986101,62.33,SKUPG0305E
KLU00306,Ananya Jain,Female,M.Tech ECE,PG,2,ananya.jain6206@klu.edu.in,9895051940,96.24,TUJPJ0306F
KLU00307,Ravi Chopra,Male,M.Tech ECE,PG,2,ravi.chopra6207@klu.edu.in,9863160470,74.56,UTBPC0307E
KLU00308,Sameer Reddy,Female,M.Tech ECE,PG,2,sameer.reddy6208@klu.edu.in,9889275717,95.29,PLPPR0308W
KLU00309,Kavya Iyer,Male,M.Tech ECE,PG,2,kavya.iyer6209@klu.edu.in,9835204000,85.18,YVXPI0309B
KLU00310,Kavya Chopra,Male,M.Tech ECE,PG,2,kavya.chopra6210@klu.edu.in,9891073452,92.72,ITHPC0310H
KLU00311,Arjun Sharma,Male,M.Tech ECE,PG,2,arjun.sharma6211@klu.edu.in,9852979541,79.37,VPOPS0311C
KLU00312,Ananya Kumar,Male,M.Tech ECE,PG,2,ananya.kumar6212@klu.edu.in,9856369250,79.28,BSYPK0312J
KLU00313,Vikram Jain,Female,M.Tech ECE,PG,2,vikram.jain6213@klu.edu.in,9837903019,96.47,ZBXPJ0313Z
KLU00314,Kiran Sharma,Male,M.Tech ECE,PG,2,kiran.sharma6214@klu.edu.in,9864832199,92.2,UBIPS0314H
KLU00315,Neha Reddy,Male,M.Tech ECE,PG,2,neha.reddy6215@klu.edu.in,9870444252,80.08,RTDPR0315W
KLU00316,Meghana Jain,Female,M.Tech ECE,PG,2,meghana.jain6216@klu.edu.in,9896032757,65.34,QHIPJ0316J
KLU00317,Sanjay Malhotra,Female,M.Tech ECE,PG,2,sanjay.malhotra6217@klu.edu.in,9868148861,96.14,MPEPM0317Y
KLU00318,Kiran Bhat,Female,M.Tech ECE,PG,2,kiran.bhat6218@klu.edu.in,9850222007,68.99,PTXPB0318K
KLU00319,Harika Mishra,Female,M.Tech ECE,PG,2,harika.mishra6219@klu.edu.in,9870628650,76.42,JUTPM0319S
KLU00320,Arjun Jain,Female,M.Tech ECE,PG,2,arjun.jain6220@klu.edu.in,9831745889,99.09,SCLPJ0320U
KLU00321,Pooja Singh,Female,M.Tech ECE,PG,2,pooja.singh6221@klu.edu.in,9858170283,69.53,RMAPS0321C
KLU00322,Yash Bhat,Male,M.Tech ECE,PG,2,yash.bhat6222@klu.edu.in,9828368289,61.22,OPYPB0322L
KLU00323,Aman Singh,Male,M.Tech ECE,PG,2,aman.singh6223@klu.edu.in,9887148048,81.25,JJMPS0323N
KLU00324,Meghana Naidu,Female,M.Tech ECE,PG,2,meghana.naidu6224@klu.edu.in,9850127590,64.79,ZGCPN0324H
KLU00325,Vikram Shetty,Female,M.Tech ECE,PG,2,vikram.shetty6225@klu.edu.in,9812060860,65.15,XVYPS0325U
KLU00326,Arjun Iyer,Male,M.Tech ECE,PG,2,arjun.iyer6226@klu.edu.in,9850110823,99.26,TJZPI0326F
KLU00327,Neha Shetty,Male,M.Tech ECE,PG,2,neha.shetty6227@klu.edu.in,9874382761,77.37,SMTPS0327O
KLU00328,Yash Singh,Female,M.Tech ECE,PG,2,yash.singh6228@klu.edu.in,9830931404,97.78,DMKPS0328W
KLU00329,Meghana Shetty,Female,M.Tech ECE,PG,2,meghana.shetty6229@klu.edu.in,9853696737,70.51,INWPS0329G
KLU00330,Ananya Gupta,Male,M.Tech ECE,PG,2,ananya.gupta6230@klu.edu.in,9882551797,88.75,IFDPG0330F
KLU00331,Yash Bhat,Male,M.Tech ECE,PG,2,yash.bhat6231@klu.edu.in,9882980913,82.58,TGRPB0331C
KLU00332,Kavya Das,Female,M.Tech ECE,PG,2,kavya.das6232@klu.edu.in,9868602799,83.01,NELPD0332J
KLU00333,Ravi Das,Female,M.Tech ECE,PG,2,ravi.das6233@klu.edu.in,9814683947,79.7,UJXPD0333W
KLU00334,Neha Jain,Male,M.Tech ECE,PG,2,neha.jain6234@klu.edu.in,9833136806,95.6,OCFPJ0334B
KLU00335,Vikram Bose,Male,M.Tech ECE,PG,2,vikram.bose6235@klu.edu.in,9866128542,61.51,JWDPB0335R
KLU00336,Kavya Das,Female,M.Tech ECE,PG,2,kavya.das6236@klu.edu.in,9897547704,93.77,RROPD0336G
KLU00337,Ritika Gupta,Female,M.Tech ECE,PG,2,ritika.gupta6237@klu.edu.in,9867028614,70.97,OFUPG0337D
KLU00338,Ravi Bose,Female,M.Tech ECE,PG,2,ravi.bose6238@klu.edu.in,9840748880,99.93,TLKPB0338O
KLU00339,Ananya Kumar,Male,M.Tech ECE,PG,2,ananya.kumar6239@klu.edu.in,9873789081,86.92,TGLPK0339Q
KLU00340,Ravi Gupta,Female,M.Tech ECE,PG,2,ravi.gupta6240@klu.edu.in,9851097887,76.48,EGVPG0340N
KLU00341,Harika Bhat,Female,M.Tech ECE,PG,2,harika.bhat6241@klu.edu.in,9840767052,65.83,WAOPB0341E
KLU00342,Vikram Naidu,Female,M.Tech ECE,PG,2,vikram.naidu6242@klu.edu.in,9884260792,72.33,YYYPN0342B
KLU00343,Neha Verma,Female,M.Tech ECE,PG,2,neha.verma6243@klu.edu.in,9844477947,72.09,JMVPV0343K
KLU00344,Kiran Singh,Male,M.Tech ECE,PG,2,kiran.singh6244@klu.edu.in,9881806837,99.83,UXPPS0344C
KLU00345,Rahul Bhat,Male,M.Tech ECE,PG,2,rahul.bhat6245@klu.edu.in,9899805466,72.99,RXFPB0345C
KLU00346,Pooja Rao,Female,M.Tech ECE,PG,2,pooja.rao6246@klu.edu.in,9848249206,93.74,IXTPR0346B
KLU00347,Vikram Malhotra,Male,M.Tech ECE,PG,2,vikram.malhotra6247@klu.edu.in,9813404328,89.98,PMZPM0347H
KLU00348,Sneha Rao,Female,M.Tech ECE,PG,2,sneha.rao6248@klu.edu.in,9844905749,86.52,QRNPR0348D
KLU00349,Ananya Nair,Female,M.Tech ECE,PG,2,ananya.nair6249@klu.edu.in,9852791621,82.2,DMQPN0349T
KLU00350,Sneha Rao,Male,M.Tech ECE,PG,2,sneha.rao6250@klu.edu.in,9899360997,74.15,CVPPR0350J
KLU00351,Aman Bhat,Male,M.Tech ECE,PG,2,aman.bhat6251@klu.edu.in,9854692829,78.66,RBFPB0351I
KLU00352,Harika Rao,Female,M.Tech ECE,PG,2,harika.rao6252@klu.edu.in,9876979118,82.07,OUMPR0352S
KLU00353,Rahul Malhotra,Male,M.Tech ECE,PG,2,rahul.malhotra6253@klu.edu.in,9896569901,63.74,UGBPM0353S
KLU00354,Sneha Singh,Female,M.Tech ECE,PG,2,sneha.singh6254@klu.edu.in,9887794981,92.52,HZVPS0354B
KLU00355,Meghana Iyer,Female,M.Tech ECE,PG,2,meghana.iyer6255@klu.edu.in,9869529560,92.4,FNVPI0355S
KLU00356,Pooja Reddy,Male,M.Tech ECE,PG,2,pooja.reddy6256@klu.edu.in,9891672125,74.45,SLLPR0356K
KLU00357,Sanjay Kumar,Male,M.Tech ECE,PG,2,sanjay.kumar6257@klu.edu.in,9848112333,64.23,UQFPK0357K
KLU00358,Nikhil Reddy,Female,M.Tech ECE,PG,2,nikhil.reddy6258@klu.edu.in,9824312613,63.61,AHKPR0358U
KLU00359,Arjun Chopra,Female,M.Tech ECE,PG,2,arjun.chopra6259@klu.edu.in,9811812791,81.75,YOWPC0359I
KLU00360,Pooja Patel,Male,M.Tech ECE,PG,2,pooja.patel6260@klu.edu.in,9828479056,60.22,IBUPP0360M
KLU00361,Pooja Chopra,Female,MBA,PG,1,pooja.chopra7101@klu.edu.in,9824524612,61.49,JJXPC0361D
KLU00362,Harika Nair,Male,MBA,PG,1,harika.nair7102@klu.edu.in,9814516528,98.69,HTXPN0362M
KLU00363,Vikram Patel,Male,MBA,PG,1,vikram.patel7103@klu.edu.in,9846417539,81.5,EPXPP0363W
KLU00364,Harika Bhat,Male,MBA,PG,1,harika.bhat7104@klu.edu.in,9897365507,75.57,SLHPB0364N
KLU00365,Harika Reddy,Female,MBA,PG,1,harika.reddy7105@klu.edu.in,9866468665,94.38,VKDPR0365U
KLU00366,Pooja Patel,Female,MBA,PG,1,pooja.patel7106@klu.edu.in,9825158604,61.76,THWPP0366B
KLU00367,Vinay Naidu,Male,MBA,PG,1,vinay.naidu7107@klu.edu.in,9842099463,82.87,COXPN0367V
KLU00368,Divya Verma,Female,MBA,PG,1,divya.verma7108@klu.edu.in,9869865712,99.21,ZVRPV0368N
KLU00369,Ananya Shetty,Male,MBA,PG,1,ananya.shetty7109@klu.edu.in,9886376620,77.28,ETZPS0369M
KLU00370,Sanjay Das,Female,MBA,PG,1,sanjay.das7110@klu.edu.in,9811706505,74.85,IIQPD0370V
KLU00371,Harika Sharma,Female,MBA,PG,1,harika.sharma7111@klu.edu.in,9825511533,66.49,PUMPS0371H
KLU00372,Meghana Rao,Male,MBA,PG,1,meghana.rao7112@klu.edu.in,9835818470,97.19,PIWPR0372U
KLU00373,Sanjay Patel,Female,MBA,PG,1,sanjay.patel7113@klu.edu.in,9841071811,97.39,KQHPP0373F
KLU00374,Ravi Rao,Male,MBA,PG,1,ravi.rao7114@klu.edu.in,9894179649,87.12,XIMPR0374I
KLU00375,Divya Reddy,Male,MBA,PG,1,divya.reddy7115@klu.edu.in,9861336526,64.51,YKOPR0375L
KLU00376,Kiran Patel,Male,MBA,PG,1,kiran.patel7116@klu.edu.in,9841984675,96.44,AMPPP0376F
KLU00377,Ritika Rao,Male,MBA,PG,1,ritika.rao7117@klu.edu.in,9873220153,86.97,KJMPR0377N
KLU00378,Meghana Patel,Male,MBA,PG,1,meghana.patel7118@klu.edu.in,9842279098,84.56,MXQPP0378R
KLU00379,Kavya Naidu,Male,MBA,PG,1,kavya.naidu7119@klu.edu.in,9843853001,77.55,GZIPN0379O
KLU00380,Aman Gupta,Female,MBA,PG,1,aman.gupta7120@klu.edu.in,9898425573,92.35,GEBPG0380I
KLU00381,Divya Verma,Female,MBA,PG,1,divya.verma7121@klu.edu.in,9844134832,70.5,MKLPV0381K
KLU00382,Harika Naidu,Female,MBA,PG,1,harika.naidu7122@klu.edu.in,9838731557,72.91,CYHPN0382W
KLU00383,Ananya Bhat,Male,MBA,PG,1,ananya.bhat7123@klu.edu.in,9834580279,89.6,EVDPB0383E
KLU00384,Rahul Patel,Male,MBA,PG,1,rahul.patel7124@klu.edu.in,9859484446,76.3,XGFPP0384G
KLU00385,Harika Bose,Female,MBA,PG,1,harika.bose7125@klu.edu.in,9897975629,70.36,LCXPB0385R
KLU00386,Nikhil Patel,Male,MBA,PG,1,nikhil.patel7126@klu.edu.in,9838907931,97.24,IRYPP0386E
KLU00387,Harika Verma,Male,MBA,PG,1,harika.verma7127@klu.edu.in,9832489561,88.13,DZHPV0387Y
KLU00388,Vinay Bhat,Female,MBA,PG,1,vinay.bhat7128@klu.edu.in,9828972652,85.83,SDJPB0388Y
KLU00389,Kavya Reddy,Female,MBA,PG,1,kavya.reddy7129@klu.edu.in,9866574447,86.48,FUVPR0389R
KLU00390,Nikhil Shetty,Male,MBA,PG,1,nikhil.shetty7130@klu.edu.in,9867885946,62.51,HMZPS0390V
KLU00391,Sameer Sharma,Male,MBA,PG,1,sameer.sharma7131@klu.edu.in,9858392199,74.48,FBFPS0391J
KLU00392,Sanjay Das,Female,MBA,PG,1,sanjay.das7132@klu.edu.in,9816972898,73.02,FRAPD0392U
KLU00393,Neha Sharma,Female,MBA,PG,1,neha.sharma7133@klu.edu.in,9864588832,65.36,TPYPS0393J
KLU00394,Pooja Shetty,Male,MBA,PG,1,pooja.shetty7134@klu.edu.in,9886075446,64.77,QZGPS0394W
KLU00395,Kavya Reddy,Male,MBA,PG,1,kavya.reddy7135@klu.edu.in,9827633637,96.38,FNDPR0395O
KLU00396,Sameer Bhat,Female,MBA,PG,1,sameer.bhat7136@klu.edu.in,9879252494,91.8,FWMPB0396O
KLU00397,Divya Singh,Female,MBA,PG,1,divya.singh7137@klu.edu.in,9894064031,86.56,THZPS0397L
KLU00398,Yash Gupta,Female,MBA,PG,1,yash.gupta7138@klu.edu.in,9882223724,93.65,BWFPG0398N
KLU00399,Sanjay Rao,Female,MBA,PG,1,sanjay.rao7139@klu.edu.in,9851937519,80.4,HRHPR0399S
KLU00400,Neha Malhotra,Female,MBA,PG,1,neha.malhotra7140@klu.edu.in,9820255657,96.23,NOCPM0400U
KLU00401,Vikram Jain,Male,MBA,PG,1,vikram.jain7141@klu.edu.in,9883832716,67.28,IEXPJ0401D
KLU00402,Sanjay Bose,Male,MBA,PG,1,sanjay.bose7142@klu.edu.in,9896581873,96.2,VQGPB0402T
KLU00403,Divya Bhat,Female,MBA,PG,1,divya.bhat7143@klu.edu.in,9894032693,78.61,RPEPB0403A
KLU00404,Yash Sharma,Male,MBA,PG,1,yash.sharma7144@klu.edu.in,9864425022,91.09,NJJPS0404N
KLU00405,Sanjay Bhat,Male,MBA,PG,1,sanjay.bhat7145@klu.edu.in,9843325071,88.35,HISPB0405W
KLU00406,Pooja Mishra,Male,MBA,PG,1,pooja.mishra7146@klu.edu.in,9812165024,92.92,NVZPM0406E
KLU00407,Aman Chopra,Female,MBA,PG,1,aman.chopra7147@klu.edu.in,9887997078,94.79,RVLPC0407H
KLU00408,Nikhil Sharma,Male,MBA,PG,1,nikhil.sharma7148@klu.edu.in,9879213850,99.92,AUGPS0408C
KLU00409,Pooja Iyer,Female,MBA,PG,1,pooja.iyer7149@klu.edu.in,9886506817,96.02,SJGPI0409Z
KLU00410,Arjun Mishra,Female,MBA,PG,1,arjun.mishra7150@klu.edu.in,9890559083,64.4,SCOPM0410K
KLU00411,Meghana Reddy,Female,MBA,PG,1,meghana.reddy7151@klu.edu.in,9884437871,68.88,TFYPR0411R
KLU00412,Kavya Naidu,Male,MBA,PG,1,kavya.naidu7152@klu.edu.in,9899552876,94.0,MKPPN0412Y
KLU00413,Ananya Chopra,Female,MBA,PG,1,ananya.chopra7153@klu.edu.in,9818368749,93.86,UNAPC0413P
KLU00414,Pooja Das,Male,MBA,PG,1,pooja.das7154@klu.edu.in,9825859424,72.28,MFXPD0414G
KLU00415,Sneha Singh,Male,MBA,PG,1,sneha.singh7155@klu.edu.in,9821770892,72.98,YAPPS0415B
KLU00416,Meghana Bose,Male,MBA,PG,1,meghana.bose7156@klu.edu.in,9815968987,67.44,FFKPB0416W
KLU00417,Pooja Verma,Female,MBA,PG,1,pooja.verma7157@klu.edu.in,9862900087,78.88,FIVPV0417C
